probe,log2FC,pval,padj,-log10padj,significance
ILMN_21581,-111.453797691197,0.8910592713861629,0.9403798952636258,0.02669666439333653,Not significant
ILMN_12704,7.277019913419849,0.8922402041921447,0.9413478294941382,0.026249874428240543,Not significant
ILMN_30353,18.282476479076422,0.8925250108315634,0.9413478294941382,0.026249874428240543,Not significant
ILMN_1878,-64.90368051948008,0.8924376545949687,0.9413478294941382,0.026249874428240543,Not significant
ILMN_8782,-15.47431774891811,0.893067560802748,0.9417271206498457,0.026074922222356755,Not significant
ILMN_15187,-7.574294083693758,0.8935609134578486,0.9420485970048699,0.02592669289006813,Not significant
ILMN_18035,11.067787301587032,0.8937384125430816,0.9420485970048699,0.02592669289006813,Not significant
ILMN_139056,-30.333187590188118,0.8946794412686826,0.9426544747546414,0.025647466547796267,Not significant
ILMN_28992,-93.14642251082114,0.894642814937091,0.9426544747546414,0.025647466547796267,Not significant
ILMN_139117,15.403757287157532,0.8959184876355741,0.9437668046547854,0.025135302272564292,Not significant
ILMN_12644,5.583691197691451,0.896128410246096,0.9437948150464203,0.02512241288299744,Not significant
ILMN_14350,-8.018303896103816,0.8966557109334893,0.9440095333000676,0.0250236198558421,Not significant
ILMN_9067,5.973941414140427,0.8966990322139337,0.9440095333000676,0.0250236198558421,Not significant
ILMN_16506,5.26371226551214,0.8970194349250733,0.9441314927922189,0.024967515641380666,Not significant
ILMN_7090,11.593038383838348,0.8971816749688295,0.9441314927922189,0.024967515641380666,Not significant
ILMN_7975,14.52211601731642,0.8978026935733017,0.9442103666227452,0.024931235696397956,Not significant
ILMN_28642,26.392503607503613,0.8978068656989777,0.9442103666227452,0.024931235696397956,Not significant
ILMN_13794,-22.141149783548826,0.8976979717520019,0.9442103666227452,0.024931235696397956,Not significant
ILMN_136942,5.9082196248194805,0.8990069603240471,0.9450863450578302,0.024528511629254107,Not significant
ILMN_16131,27.474512265511862,0.898857799036133,0.9450863450578302,0.024528511629254107,Not significant
ILMN_19890,-21.26951168831056,0.9014501367960412,0.9459268095712049,0.02414246553165297,Not significant
ILMN_22528,-39.32741125541179,0.9004313129092177,0.9459268095712049,0.02414246553165297,Not significant
ILMN_21599,-39.32225310245303,0.9016439111433376,0.9459268095712049,0.02414246553165297,Not significant
ILMN_14417,-37.08912727272764,0.9012170291883501,0.9459268095712049,0.02414246553165297,Not significant
ILMN_22100,6.245615295815128,0.9000313494687726,0.9459268095712049,0.02414246553165297,Not significant
ILMN_25732,6.279541125541073,0.9014162940119551,0.9459268095712049,0.02414246553165297,Not significant
ILMN_5698,-9.838476479076917,0.9016084376750774,0.9459268095712049,0.02414246553165297,Not significant
ILMN_6786,-37.829575468974326,0.9005043147036996,0.9459268095712049,0.02414246553165297,Not significant
ILMN_9317,-10.484731601731369,0.9010404743109865,0.9459268095712049,0.02414246553165297,Not significant
ILMN_12751,14.279387590187298,0.9005829084026579,0.9459268095712049,0.02414246553165297,Not significant
ILMN_7510,9.6722834054832,0.9043840656942489,0.9482838788763976,0.02306163252051585,Not significant
ILMN_22503,-73.19882683982178,0.9044432488894935,0.9482838788763976,0.02306163252051585,Not significant
ILMN_21821,-5.510787590187306,0.9043928320713264,0.9482838788763976,0.02306163252051585,Not significant
ILMN_19743,-8.83031255411197,0.904963635098651,0.9485955566503239,0.022918913973378845,Not significant
ILMN_23805,41.15376103896051,0.9052933119314377,0.9485955566503239,0.022918913973378845,Not significant
ILMN_4040,7.90275353535344,0.9052269374155164,0.9485955566503239,0.022918913973378845,Not significant
ILMN_15962,35.93441500721565,0.9070402396132434,0.9502326319757788,0.022170059537027095,Not significant
ILMN_29002,-7.168951226551371,0.9081616373964941,0.9507438457204875,0.02193647714781082,Not significant
ILMN_30299,-6.462657142857097,0.9080735407550894,0.9507438457204875,0.02193647714781082,Not significant
ILMN_3703,8.55139769119728,0.9082669450764098,0.9507438457204875,0.02193647714781082,Not significant
